,DA Price,Net Load Forecast,System Margin,Day,Hour,Month,DA Price_24,DA Price_144,DA Price_168
2018-12-06 08:00:00,66.95,61497.0,0.8502357412462288,3,8,12,68.17000000000002,68.03000000000002,69.02000000000001
2018-12-06 09:00:00,67.29,60781.0,0.8426017358765137,3,9,12,68.66,68.19,67.09
2018-12-06 10:00:00,67.07,59949.0,0.838609639488306,3,10,12,68.79000000000002,67.98000000000002,65.96000000000001
2018-12-06 11:00:00,66.11,59177.0,0.8323279513309546,3,11,12,67.06,67.20000000000002,64.30000000000001
2018-12-06 12:00:00,65.23,58209.0,0.8333333333333334,3,12,12,67.78,67.24000000000001,63.940000000000005
2018-12-06 13:00:00,64.23,56463.0,0.8213970984755817,3,13,12,68.7,65.30000000000001,63.09000000000002
2018-12-06 14:00:00,60.85,54990.0,0.8085373006985549,3,14,12,68.77000000000001,64.95000000000002,63.92000000000001
2018-12-06 15:00:00,62.48,55200.0,0.8080631965772991,3,15,12,67.54,67.24000000000001,67.20000000000002
2018-12-06 16:00:00,66.66,58328.0,0.8309300886237638,3,16,12,69.45,72.34000000000002,72.74
2018-12-06 17:00:00,67.83,61383.0,0.8567884004031946,3,17,12,68.09,76.33000000000001,75.28
2018-12-06 18:00:00,66.1,62207.0,0.8717277825991218,3,18,12,65.90999999999998,73.9,72.47000000000001
2018-12-06 19:00:00,58.34,57955.0,0.8420449090618166,3,19,12,56.10000000000002,68.4,69.22
2018-12-06 20:00:00,52.99,53704.0,0.843266729554355,3,20,12,49.810000000000024,60.940000000000005,64.08
2018-12-06 21:00:00,51.79,51452.0,0.8205120803625552,3,21,12,50.560000000000024,63.63000000000002,63.05000000000001
2018-12-06 22:00:00,49.85,53767.0,0.880802936996684,3,22,12,48.39000000000001,63.88999999999999,58.61000000000001
2018-12-06 23:00:00,41.97,50480.0,0.8487351885910694,3,23,12,44.56000000000001,58.36000000000001,55.14000000000001
2018-12-07 00:00:00,36.82,47079.0,0.8248928105387435,4,0,12,43.79,55.91000000000001,52.99
2018-12-07 01:00:00,33.68,45299.0,0.810679687622267,4,1,12,42.82,54.51000000000002,51.00000000000001
2018-12-07 02:00:00,32.06,41968.0,0.7777989639940255,4,2,12,42.29000000000001,55.290000000000006,41.24000000000001
2018-12-07 03:00:00,28.99,40288.0,0.754475501271943,4,3,12,42.07000000000001,52.01000000000001,39.78000000000001
2018-12-07 04:00:00,34.31,41414.0,0.7664737552559309,4,4,12,47.70000000000001,52.01000000000001,45.96000000000001
2018-12-07 05:00:00,48.57,45892.0,0.7787894405314093,4,5,12,54.04000000000001,55.90000000000001,55.20000000000001
2018-12-07 06:00:00,63.18,52520.0,0.8250117284364319,4,6,12,64.04000000000002,57.000000000000014,67.20000000000002
2018-12-07 07:00:00,64.62,54804.0,0.8365315813439147,4,7,12,67.17000000000002,58.460000000000015,68.25000000000001
2018-12-07 08:00:00,63.97,53942.0,0.8207960632544788,4,8,12,66.95000000000002,63.980000000000004,68.03000000000002
2018-12-07 09:00:00,56.23,52740.0,0.8155184048689186,4,9,12,67.29000000000002,65.1,68.19
2018-12-07 10:00:00,57.3,51740.0,0.8101281808423313,4,10,12,67.07,65.76,67.98000000000002
2018-12-07 11:00:00,51.69,50752.0,0.8032683846637335,4,11,12,66.11000000000001,64.77000000000001,67.20000000000002
2018-12-07 12:00:00,50.05,49871.0,0.8042232812816873,4,12,12,65.23000000000002,61.800000000000004,67.24000000000001
2018-12-07 13:00:00,48.81,48747.0,0.7974388824214202,4,13,12,64.23,57.40000000000001,65.30000000000001
2018-12-07 14:00:00,46.63,47884.0,0.7836188226028746,4,14,12,60.850000000000016,53.740000000000016,64.95000000000002
2018-12-07 15:00:00,50.17,48535.0,0.7814981471678136,4,15,12,62.48000000000001,53.14000000000001,67.24000000000001
2018-12-07 16:00:00,60.32,51738.0,0.7980304479309365,4,16,12,66.66000000000001,63.89000000000001,72.34000000000002
2018-12-07 17:00:00,61.61,54942.0,0.824751431727851,4,17,12,67.83000000000001,67.09,76.33000000000001
2018-12-07 18:00:00,51.03,55365.0,0.8418288538770466,4,18,12,66.1,67.03000000000002,73.9
2018-12-07 19:00:00,52.79,52269.0,0.8349975204728526,4,19,12,58.34000000000001,52.98000000000002,68.4
2018-12-07 20:00:00,47.1,48923.0,0.827020202020202,4,20,12,52.99000000000001,40.64000000000001,60.940000000000005
2018-12-07 21:00:00,45.17,47877.0,0.8069236558240656,4,21,12,51.79,56.680000000000014,63.63000000000002
2018-12-07 22:00:00,40.73,50568.0,0.8566065960119107,4,22,12,49.85000000000001,60.050000000000004,63.88999999999999
2018-12-07 23:00:00,41.51,48450.0,0.8714417993368978,4,23,12,41.97,48.93000000000001,58.36000000000001
2018-12-08 00:00:00,20.94,44508.0,0.8490419068390715,5,0,12,36.82000000000001,42.13,55.91000000000001
2018-12-08 01:00:00,19.15,42981.0,0.8393854527618234,5,1,12,33.68000000000001,37.34000000000001,54.51000000000002
2018-12-08 02:00:00,13.02,39606.0,0.7962802906623131,5,2,12,32.06,35.52000000000001,55.290000000000006
2018-12-08 03:00:00,11.76,37880.0,0.7804893879405465,5,3,12,28.990000000000006,30.94000000000001,52.01000000000001
2018-12-08 04:00:00,9.97,37852.0,0.7890773361273001,5,4,12,34.31000000000001,29.730000000000008,52.01000000000001
2018-12-08 05:00:00,17.64,39475.0,0.8105213623898616,5,5,12,48.570000000000014,28.99000000000001,55.90000000000001
2018-12-08 06:00:00,23.7,42049.0,0.7937824146665059,5,6,12,63.180000000000014,32.990000000000016,57.000000000000014
2018-12-08 07:00:00,29.51,44712.0,0.814502256788744,5,7,12,64.62000000000002,38.480000000000004,58.460000000000015
2018-12-08 08:00:00,29.55,46828.0,0.8147228531523779,5,8,12,63.97000000000001,46.89000000000001,63.980000000000004
2018-12-08 09:00:00,28.63,47168.0,0.81772619361646,5,9,12,56.230000000000004,50.01000000000001,65.1
2018-12-08 10:00:00,28.12,46455.0,0.8153483823873732,5,10,12,57.300000000000004,54.400000000000006,65.76
2018-12-08 11:00:00,37.53,46878.0,0.827860067602847,5,11,12,51.690000000000005,53.84000000000001,64.77000000000001
2018-12-08 12:00:00,39.66,46914.0,0.8633831512060295,5,12,12,50.050000000000004,53.820000000000014,61.800000000000004
2018-12-08 13:00:00,39.85,43899.0,0.8499109263657957,5,13,12,48.81000000000002,47.94000000000002,57.40000000000001
2018-12-08 14:00:00,40.05,42533.0,0.8348919995173163,5,14,12,46.63000000000002,46.300000000000004,53.740000000000016
2018-12-08 15:00:00,39.35,42514.0,0.823073209004768,5,15,12,50.170000000000016,46.40000000000001,53.14000000000001
2018-12-08 16:00:00,42.24,45307.0,0.8112578060395221,5,16,12,60.32000000000002,53.84000000000002,63.89000000000001
2018-12-08 17:00:00,46.13,47715.0,0.8166356813330579,5,17,12,61.61000000000001,57.22000000000001,67.09
2018-12-08 18:00:00,37.2,48093.0,0.8253950697507224,5,18,12,51.030000000000015,59.03000000000001,67.03000000000002
2018-12-08 19:00:00,27.64,45457.0,0.8185441096361707,5,19,12,52.79000000000001,50.09000000000002,52.98000000000002
2018-12-08 20:00:00,21.31,43071.0,0.8296334459715424,5,20,12,47.1,47.360000000000014,40.64000000000001
2018-12-08 21:00:00,24.76,42487.0,0.8210628370599286,5,21,12,45.17000000000001,46.650000000000006,56.680000000000014
2018-12-08 22:00:00,29.81,46436.0,0.8835585243661758,5,22,12,40.730000000000004,53.13000000000001,60.050000000000004
2018-12-08 23:00:00,17.99,45079.0,0.9182706972114751,5,23,12,41.51,38.28,48.93000000000001
2018-12-09 00:00:00,13.63,41860.0,0.8772356931866134,6,0,12,20.94,28.550000000000008,42.13
2018-12-09 01:00:00,9.36,40286.0,0.8835496670926087,6,1,12,19.15,27.4,37.34000000000001
2018-12-09 02:00:00,5.8,36763.0,0.8595035535482968,6,2,12,13.02,26.460000000000008,35.52000000000001
2018-12-09 03:00:00,1.82,34641.0,0.830758364968659,6,3,12,11.760000000000002,21.100000000000012,30.94000000000001
2018-12-09 04:00:00,2.4,34327.0,0.8270384064252481,6,4,12,9.970000000000004,31.150000000000006,29.730000000000008
2018-12-09 05:00:00,2.47,35415.0,0.8412299361825566,6,5,12,17.640000000000004,54.34000000000001,28.99000000000001
2018-12-09 06:00:00,7.93,36705.0,0.835855923267916,6,6,12,23.7,64.82000000000001,32.990000000000016
2018-12-09 07:00:00,10.98,38325.0,0.8211428109593469,6,7,12,29.510000000000005,62.64000000000001,38.480000000000004
2018-12-09 08:00:00,22.71,40265.0,0.8178093839375434,6,8,12,29.550000000000008,62.70000000000001,46.89000000000001
2018-12-09 09:00:00,34.83,42003.0,0.8145695364238411,6,9,12,28.630000000000006,56.95000000000002,50.01000000000001
2018-12-09 10:00:00,37.15,42616.0,0.8092254556353204,6,10,12,28.12,59.98000000000001,54.400000000000006
2018-12-09 11:00:00,38.21,44036.0,0.8124887154345078,6,11,12,37.53,58.38000000000002,53.84000000000001
2018-12-09 12:00:00,31.37,44010.0,0.8337018071859533,6,12,12,39.660000000000004,56.95000000000001,53.820000000000014
2018-12-09 13:00:00,27.73,41421.0,0.8214238012555095,6,13,12,39.85,54.09000000000001,47.94000000000002
2018-12-09 14:00:00,25.77,40309.0,0.806549057515708,6,14,12,40.05,59.940000000000005,46.300000000000004
2018-12-09 15:00:00,28.92,40842.0,0.8054069705420686,6,15,12,39.35000000000001,58.03000000000002,46.40000000000001
2018-12-09 16:00:00,35.97,45021.0,0.8178531538416319,6,16,12,42.24000000000001,68.83000000000001,53.84000000000002
2018-12-09 17:00:00,47.58,49897.0,0.8441208962411126,6,17,12,46.13,70.15000000000002,57.22000000000001
2018-12-09 18:00:00,53.89,52693.0,0.8688772410675181,6,18,12,37.2,70.00000000000001,59.03000000000001
2018-12-09 19:00:00,47.56,51774.0,0.8645782299201706,6,19,12,27.640000000000008,63.06000000000001,50.09000000000002
2018-12-09 20:00:00,39.5,50006.0,0.8670607168102995,6,20,12,21.310000000000006,53.28000000000001,47.360000000000014
2018-12-09 21:00:00,40.67,49139.0,0.8465385310598301,6,21,12,24.760000000000005,50.14,46.650000000000006
2018-12-09 22:00:00,30.92,52650.0,0.8906864363538134,6,22,12,29.809999999999995,50.540000000000006,53.13000000000001
2018-12-09 23:00:00,32.43,50455.0,0.89441501485452,6,23,12,17.990000000000002,50.84000000000002,38.28
2018-12-10 00:00:00,22.82,47989.0,0.876441195970311,0,0,12,13.630000000000003,36.49000000000001,28.550000000000008
2018-12-10 01:00:00,14.84,47771.0,0.8955795857840279,0,1,12,9.36,36.220000000000006,27.4
2018-12-10 02:00:00,11.4,45255.0,0.8686321598283174,0,2,12,5.8,34.100000000000016,26.460000000000008
2018-12-10 03:00:00,10.71,44290.0,0.8460466854677041,0,3,12,1.8199999999999998,37.04000000000001,21.100000000000012
2018-12-10 04:00:00,28.6,47106.0,0.8395402594067035,0,4,12,2.4000000000000012,46.56000000000002,31.150000000000006
2018-12-10 05:00:00,46.45,53274.0,0.869025913859581,0,5,12,2.4700000000000015,55.000000000000014,54.34000000000001
2018-12-10 06:00:00,64.2,61393.0,0.9069904968850137,0,6,12,7.9300000000000015,68.91,64.82000000000001
2018-12-10 07:00:00,66.22,65161.0,0.9211642455731099,0,7,12,10.980000000000004,70.62,62.64000000000001
2018-12-10 08:00:00,65.9,65290.0,0.9118919627638652,0,8,12,22.710000000000004,69.68,62.70000000000001
2018-12-10 09:00:00,64.92,64644.0,0.9027642276422764,0,9,12,34.83,68.80000000000001,56.95000000000002
2018-12-10 10:00:00,63.8,64018.0,0.8973846173696503,0,10,12,37.15,68.79000000000002,59.98000000000001
2018-12-10 11:00:00,61.1,63229.0,0.8911566376692233,0,11,12,38.21000000000001,67.75,58.38000000000002
2018-12-10 12:00:00,60.86,62726.0,0.8905243552267377,0,12,12,31.370000000000008,67.51000000000002,56.95000000000001
2018-12-10 13:00:00,61.67,62039.0,0.884383933583093,0,13,12,27.730000000000004,68.01000000000002,54.09000000000001
2018-12-10 14:00:00,58.03,61058.0,0.8680601258325217,0,14,12,25.770000000000007,68.64,59.940000000000005
2018-12-10 15:00:00,64.65,61955.0,0.8728526895270943,0,15,12,28.920000000000012,72.81,58.03000000000002
2018-12-10 16:00:00,68.03,66189.0,0.9129111722938704,0,16,12,35.970000000000006,72.03,68.83000000000001
2018-12-10 17:00:00,69.71,70346.0,0.9487604590316815,0,17,12,47.58000000000001,73.98,70.15000000000002
2018-12-10 18:00:00,68.53,72119.0,0.9781245099576603,0,18,12,53.89,71.42000000000002,70.00000000000001
2018-12-10 19:00:00,63.81,68692.0,0.9541601382025632,0,19,12,47.56000000000002,68.14,63.06000000000001
2018-12-10 20:00:00,52.69,64717.0,0.9302776969041578,0,20,12,39.5,60.9,53.28000000000001
2018-12-10 21:00:00,53.06,62393.0,0.9066666666666666,0,21,12,40.67000000000001,58.29000000000001,50.14
2018-12-10 22:00:00,49.13,65029.0,0.9631695465915299,0,22,12,30.920000000000005,55.85000000000002,50.540000000000006
2018-12-10 23:00:00,47.19,63154.0,0.9453674074723476,0,23,12,32.43000000000001,48.7,50.84000000000002
2018-12-11 00:00:00,44.05,60170.0,0.9273360575400714,1,0,12,22.820000000000004,46.95000000000001,36.49000000000001
2018-12-11 01:00:00,47.08,59579.0,0.9293651885480197,1,1,12,14.840000000000002,47.10000000000001,36.220000000000006
2018-12-11 02:00:00,44.02,57036.0,0.9005172360392728,1,2,12,11.400000000000002,46.330000000000005,34.100000000000016
2018-12-11 03:00:00,44.43,55993.0,0.887615428936263,1,3,12,10.710000000000008,47.080000000000005,37.04000000000001
2018-12-11 04:00:00,50.53,57816.0,0.8830419895476662,1,4,12,28.60000000000001,47.080000000000005,46.56000000000002
2018-12-11 05:00:00,59.84,62939.0,0.8886107634543179,1,5,12,46.45000000000001,57.080000000000005,55.000000000000014
2018-12-11 06:00:00,67.98,70610.0,0.9692889171870979,1,6,12,64.2,67.03,68.91
2018-12-11 07:00:00,70.78,73560.0,0.9939867468433754,1,7,12,66.22000000000001,69.94,70.62
2018-12-11 08:00:00,69.88,72915.0,0.9821594252843093,1,8,12,65.9,68.17000000000002,69.68
2018-12-11 09:00:00,68.53,71978.0,0.9684770224078997,1,9,12,64.92000000000002,68.66,68.80000000000001
2018-12-11 10:00:00,67.21,71148.0,0.9626148759469944,1,10,12,63.800000000000004,68.79000000000002,68.79000000000002
2018-12-11 11:00:00,64.62,70359.0,0.9631468897020387,1,11,12,61.100000000000016,67.06,67.75
2018-12-11 12:00:00,65.06,69762.0,0.9614122588266176,1,12,12,60.86000000000001,67.78,67.51000000000002
2018-12-11 13:00:00,65.91,68082.0,0.9451207396712278,1,13,12,61.67000000000001,68.7,68.01000000000002
2018-12-11 14:00:00,67.65,66401.0,0.917284624499088,1,14,12,58.03000000000001,68.77000000000001,68.64
2018-12-11 15:00:00,69.93,66953.0,0.9142635803870761,1,15,12,64.65000000000002,67.54,72.81
2018-12-11 16:00:00,81.36,71278.0,0.9362203908153216,1,16,12,68.03,69.45,72.03
2018-12-11 17:00:00,75.93,75280.0,0.9844907228200562,1,17,12,69.71000000000001,68.09,73.98
2018-12-11 18:00:00,70.74,76946.0,1.0197948650944013,1,18,12,68.53,65.90999999999998,71.42000000000002
2018-12-11 19:00:00,68.04,73242.0,0.9913316733465599,1,19,12,63.81000000000001,56.10000000000002,68.14
2018-12-11 20:00:00,64.07,68937.0,0.9516133401966893,1,20,12,52.690000000000005,49.810000000000024,60.9
2018-12-11 21:00:00,63.59,66782.0,0.9235310845396563,1,21,12,53.06000000000001,50.560000000000024,58.29000000000001
2018-12-11 22:00:00,57.15,69560.0,0.9710927355976218,1,22,12,49.13000000000001,48.39000000000001,55.85000000000002
2018-12-11 23:00:00,54.33,66049.0,0.9375086870708587,1,23,12,47.19000000000001,44.56000000000001,48.7
2018-12-12 00:00:00,48.7,62833.0,0.9122687356125841,2,0,12,44.05,43.79,46.95000000000001
